title,subtitle,color,supplier_color,size,supplier,supplier_order_id,order_date,cost,supplier_shipping_cost,status
424,Box Logo Shorts,Black,Black,S,247 Showroom,US125F,44033,96,3.390833333,available
424,Box Logo Shorts,Black,Black,M,247 Showroom,US125F,44033,96,3.390833333,available
424,I Love Los Angeles T-Shirt,Black,Black,S,247 Showroom,US125F,44033,52,3.390833333,available
424,I Love Los Angeles T-Shirt,Black,Black,M,247 Showroom,US125F,44033,52,3.390833333,available
424,Blazer Print T-Shirt,Beige,Beige Multi,S,247 Showroom,US125F,44033,54,3.390833333,available
424,Blazer Print T-Shirt,Beige,Beige Multi,M,247 Showroom,US125F,44033,54,3.390833333,available
424,Blazer Print T-Shirt,Beige,Beige Multi,L,247 Showroom,US125F,44033,54,3.390833333,available
424,Box Logo Hoodie,Black,Black,L,247 Showroom,US125F,44033,140,3.390833333,available
424,Box Logo Hoodie,Black,Black,XL,247 Showroom,US125F,44033,140,3.390833333,available
424,Box Logo Crewneck,Black,Black,S,247 Showroom,US125F,44033,112,3.390833333,available
424,Box Logo Crewneck,Black,Black,M,247 Showroom,US125F,44033,112,3.390833333,available
424,Box Logo Crewneck,Black,Black,L,247 Showroom,US125F,44033,112,3.390833333,available
